call_id,layout_id,model_key,model_id,target_id,target_label,valid_prediction,true_x,true_y,pred_x,pred_y,absolute_x_error_px,absolute_y_error_px,euclidean_error_px,y_flipped_euclidean_error_px,within_60px,within_100px,within_150px,x_half_scored,x_half_correct,y_half_scored,y_half_correct,combined_halves_scored,combined_halves_correct
FallingAlt_10:gpt:image_coordinates_v2,FallingAlt_10,gpt,openai/gpt-5,red_ball_center,red target ball,1,172.0,404.0,165.0,450.0,7.0,46.0,46.52956049652737,254.09643838511394,1,1,1,1,1,1,1,1,1
FallingAlt_4:gpt:image_coordinates_v2,FallingAlt_4,gpt,openai/gpt-5,green_container_center,green goal container,1,100.0,52.5,100.0,80.0,0.0,27.5,27.5,467.5,1,1,1,1,1,1,1,1,1
FallingAlt_4:gpt:image_coordinates_v2,FallingAlt_4,gpt,openai/gpt-5,red_ball_center,red target ball,1,243.0,224.0,220.0,260.0,23.0,36.0,42.720018726587654,118.25819210524064,1,1,1,0,0,1,1,0,0
FallingAlt_6:gpt:image_coordinates_v2,FallingAlt_6,gpt,openai/gpt-5,green_container_center,green goal container,1,100.0,52.5,100.0,95.0,0.0,42.5,42.5,452.5,1,1,1,1,1,1,1,1,1
FallingAlt_6:gpt:image_coordinates_v2,FallingAlt_6,gpt,openai/gpt-5,red_ball_center,red target ball,1,250.0,478.0,305.0,450.0,55.0,28.0,61.71709649683789,332.5793138485916,0,1,1,0,0,1,1,0,0
FallingAlt_9:gpt:image_coordinates_v2,FallingAlt_9,gpt,openai/gpt-5,green_container_center,green goal container,1,100.0,52.5,110.0,95.0,10.0,42.5,43.660622991432454,452.61048374954817,1,1,1,1,1,1,1,1,1
FallingAlt_9:gpt:image_coordinates_v2,FallingAlt_9,gpt,openai/gpt-5,red_ball_center,red target ball,1,239.0,401.0,220.0,415.0,19.0,14.0,23.600847442411894,216.8340379184043,1,1,1,1,1,1,1,1,1
Falling_1:gpt:image_coordinates_v2,Falling_1,gpt,openai/gpt-5,green_container_center,green goal container,1,300.0,20.0,300.0,270.0,0.0,250.0,250.0,310.0,0,0,0,0,0,1,1,0,0
Falling_1:gpt:image_coordinates_v2,Falling_1,gpt,openai/gpt-5,red_ball_center,red target ball,1,300.0,230.0,312.0,292.0,12.0,62.0,63.150613615387776,78.91767862779544,0,1,1,0,0,1,1,0,0
FallingAlt_7:gpt:image_coordinates_v2,FallingAlt_7,gpt,openai/gpt-5,green_container_center,green goal container,1,100.0,52.5,150.0,70.0,50.0,17.5,52.974050251042726,480.11066432646544,1,1,1,1,1,1,1,1,1
FallingAlt_7:gpt:image_coordinates_v2,FallingAlt_7,gpt,openai/gpt-5,red_ball_center,red target ball,1,275.0,463.0,290.0,420.0,15.0,43.0,45.5411901469428,283.3972476930572,1,1,1,0,0,1,1,0,0
FallingAlt_8:gpt:image_coordinates_v2,FallingAlt_8,gpt,openai/gpt-5,green_container_center,green goal container,1,100.0,52.5,105.0,85.0,5.0,32.5,32.882366094914765,462.52702623738645,1,1,1,1,1,1,1,1,1
FallingAlt_8:gpt:image_coordinates_v2,FallingAlt_8,gpt,openai/gpt-5,red_ball_center,red target ball,1,273.0,345.0,280.0,360.0,7.0,15.0,16.55294535724685,105.23307464861035,1,1,1,0,0,0,0,0,0
Falling_10:gpt:image_coordinates_v2,Falling_10,gpt,openai/gpt-5,green_container_center,green goal container,1,461.0,23.0,468.0,38.0,7.0,15.0,16.55294535724685,539.0454526289967,1,1,1,1,1,1,1,1,1
Falling_10:gpt:image_coordinates_v2,Falling_10,gpt,openai/gpt-5,red_ball_center,red target ball,1,317.0,553.0,312.0,546.0,5.0,7.0,8.602325267042627,499.0250494714669,1,1,1,0,0,1,1,0,0
Basic_2:qwen:image_coordinates_v2,Basic_2,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,442.0,312.0,450.0,310.0,8.0,2.0,8.246211251235321,23.40939982143925,1,1,1,1,1,0,0,0,0
Basic_2:qwen:image_coordinates_v2,Basic_2,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,40.0,470.0,40.0,460.0,0.0,10.0,10.0,330.0,1,1,1,1,1,1,1,1,1
Basic_10:qwen:image_coordinates_v2,Basic_10,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,558.2484076433121,151.35031847133757,560.0,185.0,1.7515923566878655,33.64968152866243,33.69523917060707,263.65549993495137,1,1,1,1,1,1,1,1,1
Basic_10:qwen:image_coordinates_v2,Basic_10,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,563.0,543.0,565.0,565.0,2.0,22.0,22.090722034374522,508.0039369926182,1,1,1,1,1,1,1,1,1
Falling_2:gpt:image_coordinates_v2,Falling_2,gpt,openai/gpt-5,green_container_center,green goal container,1,460.0,20.5,466.0,45.0,6.0,24.5,25.22399651125888,534.5336752721946,1,1,1,1,1,1,1,1,1
Falling_2:gpt:image_coordinates_v2,Falling_2,gpt,openai/gpt-5,red_ball_center,red target ball,1,300.0,230.0,312.0,210.0,12.0,20.0,23.323807579381203,160.44936896105264,1,1,1,0,0,1,1,0,0
BalanceUnder_8:qwen:image_coordinates_v2,BalanceUnder_8,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,547.5,40.0,560.0,40.0,12.5,0.0,12.5,520.1502186868713,1,1,1,1,1,1,1,1,1
BalanceUnder_8:qwen:image_coordinates_v2,BalanceUnder_8,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,308.0,240.0,315.0,275.0,7.0,35.0,35.6931365951495,85.28774824088158,1,1,1,0,0,0,0,0,0
Basic_8:qwen:image_coordinates_v2,Basic_8,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,133.0,293.0,153.0,276.0,20.0,17.0,26.248809496813376,36.89173349139343,1,1,1,1,1,0,0,0,0
Basic_8:qwen:image_coordinates_v2,Basic_8,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,50.0,577.0,52.0,568.0,2.0,9.0,9.219544457292887,545.0036697124158,1,1,1,1,1,1,1,1,1
Falling_3:gpt:image_coordinates_v2,Falling_3,gpt,openai/gpt-5,green_container_center,green goal container,1,455.0,263.0,460.0,320.0,5.0,57.0,57.21887800367987,17.72004514666935,1,1,1,1,1,0,0,0,0
Falling_3:gpt:image_coordinates_v2,Falling_3,gpt,openai/gpt-5,red_ball_center,red target ball,1,316.0,453.0,300.0,440.0,16.0,13.0,20.615528128088304,293.43653487594213,1,1,1,0,0,1,1,0,0
Balance_7:qwen:image_coordinates_v2,Balance_7,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,390.0,40.0,420.0,60.0,30.0,20.0,36.05551275463989,500.89919145472777,1,1,1,1,1,1,1,1,1
Balance_7:qwen:image_coordinates_v2,Balance_7,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,226.0,401.0,250.0,410.0,24.0,9.0,25.632011235952593,212.3605424743495,1,1,1,1,1,1,1,1,1
FallingAlt_5:gpt:image_coordinates_v2,FallingAlt_5,gpt,openai/gpt-5,green_container_center,green goal container,1,100.0,52.5,100.0,80.0,0.0,27.5,27.5,467.5,1,1,1,1,1,1,1,1,1
FallingAlt_5:gpt:image_coordinates_v2,FallingAlt_5,gpt,openai/gpt-5,red_ball_center,red target ball,1,202.0,540.0,230.0,530.0,28.0,10.0,29.732137494637012,470.83330383480734,1,1,1,1,1,1,1,1,1
Balance_2:qwen:image_coordinates_v2,Balance_2,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,153.0,42.0,153.0,73.0,0.0,31.0,31.0,485.0,1,1,1,1,1,1,1,1,1
Balance_2:qwen:image_coordinates_v2,Balance_2,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,193.0,251.0,219.0,261.0,26.0,10.0,27.85677655436824,91.76055797563569,1,1,1,1,1,0,0,0,0
Basic_6:qwen:image_coordinates_v2,Basic_6,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,323.0,36.0,300.0,30.0,23.0,6.0,23.769728648009426,534.4950888455384,1,1,1,0,0,1,1,0,0
Basic_6:qwen:image_coordinates_v2,Basic_6,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,50.0,577.0,50.0,550.0,0.0,27.0,27.0,527.0,1,1,1,1,1,1,1,1,1
Falling_6:gpt:image_coordinates_v2,Falling_6,gpt,openai/gpt-5,green_container_center,green goal container,1,144.0,24.0,150.0,35.0,6.0,11.0,12.529964086141668,541.0332706959896,1,1,1,1,1,1,1,1,1
Falling_6:gpt:image_coordinates_v2,Falling_6,gpt,openai/gpt-5,red_ball_center,red target ball,1,338.0,200.0,352.0,255.0,14.0,55.0,56.753854494650845,145.67429423202984,1,1,1,0,0,1,1,0,0
Balance_3:qwen:image_coordinates_v2,Balance_3,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,552.0,300.0,550.0,290.0,2.0,10.0,10.198039027185569,10.198039027185569,1,1,1,1,1,0,0,0,0
Balance_3:qwen:image_coordinates_v2,Balance_3,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,226.0,401.0,250.0,360.0,24.0,41.0,47.50789408087881,162.77899127344412,1,1,1,1,1,1,1,1,1
Falling_9:gpt:image_coordinates_v2,Falling_9,gpt,openai/gpt-5,green_container_center,green goal container,1,458.0,23.0,460.0,34.0,2.0,11.0,11.180339887498949,543.0036832287605,1,1,1,1,1,1,1,1,1
Falling_9:gpt:image_coordinates_v2,Falling_9,gpt,openai/gpt-5,red_ball_center,red target ball,1,201.0,225.0,200.0,195.0,1.0,30.0,30.01666203960727,180.00277775634464,1,1,1,1,1,1,1,1,1
Falling_8:gpt:image_coordinates_v2,Falling_8,gpt,openai/gpt-5,green_container_center,green goal container,1,458.0,23.0,470.0,60.0,12.0,37.0,38.897300677553446,517.1392462383802,1,1,1,1,1,1,1,1,1
Falling_8:gpt:image_coordinates_v2,Falling_8,gpt,openai/gpt-5,red_ball_center,red target ball,1,113.0,202.0,120.0,125.0,7.0,77.0,77.31752712031083,273.0897288438362,0,1,1,1,1,1,1,1,1
BalanceUnder_6:qwen:image_coordinates_v2,BalanceUnder_6,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,547.5,40.0,560.0,40.0,12.5,0.0,12.5,520.1502186868713,1,1,1,1,1,1,1,1,1
BalanceUnder_6:qwen:image_coordinates_v2,BalanceUnder_6,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,246.0,243.0,260.0,255.0,14.0,12.0,18.439088914585774,102.95630140987001,1,1,1,0,0,0,0,0,0
Falling_7:gpt:image_coordinates_v2,Falling_7,gpt,openai/gpt-5,green_container_center,green goal container,1,458.0,23.0,463.0,30.0,5.0,7.0,8.602325267042627,547.022851442241,1,1,1,1,1,1,1,1,1
Falling_7:gpt:image_coordinates_v2,Falling_7,gpt,openai/gpt-5,red_ball_center,red target ball,1,235.0,189.0,240.0,150.0,5.0,39.0,39.319206502675,261.04788832702707,1,1,1,1,1,1,1,1,1
Falling_5:gpt:image_coordinates_v2,Falling_5,gpt,openai/gpt-5,green_container_center,green goal container,1,144.0,24.0,350.0,40.0,206.0,16.0,206.6204249342257,574.222953215909,0,0,0,1,0,1,1,1,0
Falling_5:gpt:image_coordinates_v2,Falling_5,gpt,openai/gpt-5,red_ball_center,red target ball,1,342.0,355.0,345.0,370.0,3.0,15.0,15.297058540778355,125.03599481749245,1,1,1,0,0,0,0,0,0
Basic_7:qwen:image_coordinates_v2,Basic_7,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,502.5,260.0,510.0,300.0,7.5,40.0,40.697051490249265,40.697051490249265,1,1,1,1,1,0,0,0,0
Basic_7:qwen:image_coordinates_v2,Basic_7,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,50.0,160.0,55.0,140.0,5.0,20.0,20.615528128088304,300.04166377354994,1,1,1,1,1,1,1,1,1
Basic_9:qwen:image_coordinates_v2,Basic_9,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,270.0,299.0,290.0,400.0,20.0,101.0,102.96115772464877,101.0,0,0,1,0,0,0,0,0,0
Basic_9:qwen:image_coordinates_v2,Basic_9,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,350.0,580.0,325.0,580.0,25.0,0.0,25.0,560.5577579518457,1,1,1,0,0,1,1,0,0
Prevention_1:gpt:image_coordinates_v2,Prevention_1,gpt,openai/gpt-5,green_container_center,green goal container,1,480.0,42.5,515.0,60.0,35.0,17.5,39.131189606246316,498.729636175754,1,1,1,1,1,1,1,1,1
Prevention_1:gpt:image_coordinates_v2,Prevention_1,gpt,openai/gpt-5,red_ball_center,red target ball,1,25.0,500.0,35.0,555.0,10.0,55.0,55.90169943749474,455.1098768429444,1,1,1,1,1,1,1,1,1
Balance_5:qwen:image_coordinates_v2,Balance_5,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,93.13768275121427,38.311366576358864,100.0,50.0,6.862317248785729,11.688633423641136,13.554170920246019,511.7346470320105,1,1,1,1,1,1,1,1,1
Balance_5:qwen:image_coordinates_v2,Balance_5,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,213.0,306.0,200.0,260.0,13.0,46.0,47.80167361086848,36.40054944640259,1,1,1,1,1,0,0,0,0
Prevention_2:gpt:image_coordinates_v2,Prevention_2,gpt,openai/gpt-5,green_container_center,green goal container,1,480.0,42.5,540.0,70.0,60.0,27.5,66.00189391222042,491.17842990098825,0,1,1,1,1,1,1,1,1
Prevention_2:gpt:image_coordinates_v2,Prevention_2,gpt,openai/gpt-5,red_ball_center,red target ball,1,35.0,535.0,55.0,545.0,20.0,10.0,22.360679774997898,480.41648597857255,1,1,1,1,1,1,1,1,1
Prevention_10:gpt:image_coordinates_v2,Prevention_10,gpt,openai/gpt-5,green_container_center,green goal container,1,480.0,42.5,525.0,50.0,45.0,7.5,45.62071897723665,509.4911677350256,1,1,1,1,1,1,1,1,1
Prevention_10:gpt:image_coordinates_v2,Prevention_10,gpt,openai/gpt-5,red_ball_center,red target ball,1,297.0,315.0,300.0,310.0,3.0,5.0,5.830951894845301,25.179356624028344,1,1,1,0,0,0,0,0,0
FallingAlt_2:qwen:image_coordinates_v2,FallingAlt_2,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,100.0,52.5,95.0,75.0,5.0,22.5,23.04886114323222,472.526454285895,1,1,1,1,1,1,1,1,1
FallingAlt_2:qwen:image_coordinates_v2,FallingAlt_2,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,206.0,385.0,210.0,400.0,4.0,15.0,15.524174696260024,185.04323819042943,1,1,1,1,1,1,1,1,1
Prevention_3:gpt:image_coordinates_v2,Prevention_3,gpt,openai/gpt-5,green_container_center,green goal container,1,480.0,42.5,490.0,95.0,10.0,52.5,53.44389581607987,462.6080954760736,1,1,1,1,1,1,1,1,1
Prevention_3:gpt:image_coordinates_v2,Prevention_3,gpt,openai/gpt-5,red_ball_center,red target ball,1,475.0,529.0,510.0,545.0,35.0,16.0,38.48376280978771,475.2904375221534,1,1,1,1,1,1,1,1,1
Prevention_4:gpt:image_coordinates_v2,Prevention_4,gpt,openai/gpt-5,green_container_center,green goal container,1,480.0,42.5,540.0,90.0,60.0,47.5,76.52613932506983,471.33454148831487,0,1,1,1,1,1,1,1,1
Prevention_4:gpt:image_coordinates_v2,Prevention_4,gpt,openai/gpt-5,red_ball_center,red target ball,1,25.0,481.0,44.0,546.0,19.0,65.0,67.72001181334805,427.4225075964063,0,1,1,1,1,1,1,1,1
Prevention_5:gpt:image_coordinates_v2,Prevention_5,gpt,openai/gpt-5,green_container_center,green goal container,1,480.0,42.5,520.0,105.0,40.0,62.5,74.20411039827916,454.26451545327643,0,1,1,1,1,1,1,1,1
Prevention_5:gpt:image_coordinates_v2,Prevention_5,gpt,openai/gpt-5,red_ball_center,red target ball,1,506.0,468.0,525.0,410.0,19.0,58.0,61.032778078668514,278.6485241303101,0,1,1,1,1,1,1,1,1
FallingAlt_10:qwen:image_coordinates_v2,FallingAlt_10,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,100.0,52.5,101.0,86.0,1.0,33.5,33.514922049737784,461.5010834223469,1,1,1,1,1,1,1,1,1
FallingAlt_10:qwen:image_coordinates_v2,FallingAlt_10,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,172.0,404.0,151.0,419.0,21.0,15.0,25.80697580112788,223.98660674245681,1,1,1,1,1,1,1,1,1
FallingAlt_5:qwen:image_coordinates_v2,FallingAlt_5,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,100.0,52.5,100.0,50.0,0.0,2.5,2.5,497.5,1,1,1,1,1,1,1,1,1
FallingAlt_5:qwen:image_coordinates_v2,FallingAlt_5,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,202.0,540.0,200.0,550.0,2.0,10.0,10.198039027185569,490.0040816156535,1,1,1,1,1,1,1,1,1
Prevention_8:gpt:image_coordinates_v2,Prevention_8,gpt,openai/gpt-5,green_container_center,green goal container,1,480.0,42.5,525.0,50.0,45.0,7.5,45.62071897723665,509.4911677350256,1,1,1,1,1,1,1,1,1
Prevention_8:gpt:image_coordinates_v2,Prevention_8,gpt,openai/gpt-5,red_ball_center,red target ball,1,514.0,582.0,570.0,570.0,56.0,12.0,57.271284253105414,554.8333083007905,1,1,1,1,1,1,1,1,1
FallingAlt_3:qwen:image_coordinates_v2,FallingAlt_3,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,100.0,52.5,90.0,60.0,10.0,7.5,12.5,487.60255331571017,1,1,1,1,1,1,1,1,1
FallingAlt_3:qwen:image_coordinates_v2,FallingAlt_3,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,233.0,354.0,215.0,385.0,18.0,31.0,35.84689665786984,140.1606221447379,1,1,1,1,1,0,0,0,0
FallingAlt_4:qwen:image_coordinates_v2,FallingAlt_4,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,100.0,52.5,90.0,60.0,10.0,7.5,12.5,487.60255331571017,1,1,1,1,1,1,1,1,1
FallingAlt_4:qwen:image_coordinates_v2,FallingAlt_4,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,243.0,224.0,300.0,230.0,57.0,6.0,57.3149195236284,156.7322557739791,1,1,1,0,0,1,1,0,0
Prevention_7:gpt:image_coordinates_v2,Prevention_7,gpt,openai/gpt-5,green_container_center,green goal container,1,480.0,42.5,485.0,80.0,5.0,37.5,37.83186487605389,477.52617729293127,1,1,1,1,1,1,1,1,1
Prevention_7:gpt:image_coordinates_v2,Prevention_7,gpt,openai/gpt-5,red_ball_center,red target ball,1,268.0,376.0,295.0,365.0,27.0,11.0,29.154759474226502,143.56183336806478,1,1,1,0,0,1,1,0,0
Remove_5:gpt:image_coordinates_v2,Remove_5,gpt,openai/gpt-5,green_container_center,green goal container,1,285.0,52.0,300.0,60.0,15.0,8.0,17.0,488.2304783603744,1,1,1,0,0,1,1,0,0
Remove_5:gpt:image_coordinates_v2,Remove_5,gpt,openai/gpt-5,red_ball_center,red target ball,1,30.0,480.0,50.0,560.0,20.0,80.0,82.46211251235322,440.45431091090484,0,1,1,1,1,1,1,1,1
FallingAlt_6:qwen:image_coordinates_v2,FallingAlt_6,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,100.0,52.5,99.0,71.0,1.0,18.5,18.527007313648905,476.50104931678794,1,1,1,1,1,1,1,1,1
FallingAlt_6:qwen:image_coordinates_v2,FallingAlt_6,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,250.0,478.0,271.0,482.0,21.0,4.0,21.37755832643195,360.61197983428116,1,1,1,0,0,1,1,0,0
Remove_6:gpt:image_coordinates_v2,Remove_6,gpt,openai/gpt-5,green_container_center,green goal container,1,380.0,270.0,400.0,312.0,20.0,42.0,46.51881339845203,26.90724809414742,1,1,1,1,1,0,0,0,0
Remove_6:gpt:image_coordinates_v2,Remove_6,gpt,openai/gpt-5,red_ball_center,red target ball,1,30.0,480.0,44.0,533.0,14.0,53.0,54.817880294662984,413.23722000807237,1,1,1,1,1,1,1,1,1
Remove_10:gpt:image_coordinates_v2,Remove_10,gpt,openai/gpt-5,green_container_center,green goal container,1,270.0,52.0,275.0,60.0,5.0,8.0,9.433981132056603,488.02561408188404,1,1,1,0,0,1,1,0,0
Remove_10:gpt:image_coordinates_v2,Remove_10,gpt,openai/gpt-5,red_ball_center,red target ball,1,267.0,582.0,297.0,585.0,30.0,3.0,30.14962686336267,567.7930961186478,1,1,1,0,0,1,1,0,0
Falling_10:qwen:image_coordinates_v2,Falling_10,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,461.0,23.0,450.0,25.0,11.0,2.0,11.180339887498949,552.1095905705678,1,1,1,1,1,1,1,1,1
Falling_10:qwen:image_coordinates_v2,Falling_10,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,317.0,553.0,300.0,550.0,17.0,3.0,17.26267650163207,503.2871943532837,1,1,1,0,0,1,1,0,0
FallingAlt_1:qwen:image_coordinates_v2,FallingAlt_1,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,100.0,52.5,100.0,50.0,0.0,2.5,2.5,497.5,1,1,1,1,1,1,1,1,1
FallingAlt_1:qwen:image_coordinates_v2,FallingAlt_1,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,300.0,350.0,300.0,370.0,0.0,20.0,20.0,120.0,1,1,1,0,0,0,0,0,0
Remove_2:gpt:image_coordinates_v2,Remove_2,gpt,openai/gpt-5,green_container_center,green goal container,1,497.5,52.5,505.0,90.0,7.5,37.5,38.242646351945886,457.56147128008934,1,1,1,1,1,1,1,1,1
Remove_2:gpt:image_coordinates_v2,Remove_2,gpt,openai/gpt-5,red_ball_center,red target ball,1,30.0,480.0,50.0,545.0,20.0,65.0,68.00735254367721,425.47032799009617,0,1,1,1,1,1,1,1,1
Remove_7:gpt:image_coordinates_v2,Remove_7,gpt,openai/gpt-5,green_container_center,green goal container,1,375.0,166.0,380.0,245.0,5.0,79.0,79.1580697086532,189.06612599828665,0,1,1,1,1,1,1,1,1
Remove_7:gpt:image_coordinates_v2,Remove_7,gpt,openai/gpt-5,red_ball_center,red target ball,1,30.0,480.0,55.0,520.0,25.0,40.0,47.16990566028302,400.7804885470349,1,1,1,1,1,1,1,1,1
Balance_10:qwen:image_coordinates_v2,Balance_10,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,170.0,42.0,150.0,70.0,20.0,28.0,34.40930106817051,488.4096641140509,1,1,1,1,1,1,1,1,1
Balance_10:qwen:image_coordinates_v2,Balance_10,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,251.0,148.0,250.0,165.0,1.0,17.0,17.029386365926403,287.0017421549911,1,1,1,0,0,1,1,0,0
Remove_1:gpt:image_coordinates_v2,Remove_1,gpt,openai/gpt-5,green_container_center,green goal container,1,497.5,52.5,530.0,95.0,32.5,42.5,53.50233639758174,453.6656257641745,1,1,1,1,1,1,1,1,1
Remove_1:gpt:image_coordinates_v2,Remove_1,gpt,openai/gpt-5,red_ball_center,red target ball,1,30.0,480.0,50.0,555.0,20.0,75.0,77.62087348130012,435.4595273960601,0,1,1,1,1,1,1,1,1
Falling_2:qwen:image_coordinates_v2,Falling_2,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,460.0,20.5,450.0,20.0,10.0,0.5,10.012492197250394,559.5893583691527,1,1,1,1,1,1,1,1,1
Falling_2:qwen:image_coordinates_v2,Falling_2,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,300.0,230.0,300.0,280.0,0.0,50.0,50.0,90.0,1,1,1,0,0,1,1,0,0
FallingAlt_7:qwen:image_coordinates_v2,FallingAlt_7,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,100.0,52.5,95.0,70.0,5.0,17.5,18.200274723201296,477.52617729293127,1,1,1,1,1,1,1,1,1
FallingAlt_7:qwen:image_coordinates_v2,FallingAlt_7,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,275.0,463.0,275.0,480.0,0.0,17.0,17.0,343.0,1,1,1,0,0,1,1,0,0
Remove_9:gpt:image_coordinates_v2,Remove_9,gpt,openai/gpt-5,green_container_center,green goal container,1,270.0,52.0,300.0,60.0,30.0,8.0,31.04834939252005,488.9212615544552,1,1,1,0,0,1,1,0,0
Remove_9:gpt:image_coordinates_v2,Remove_9,gpt,openai/gpt-5,red_ball_center,red target ball,1,500.0,578.0,565.0,565.0,65.0,13.0,66.2872536767062,546.8765857119868,0,1,1,1,1,1,1,1,1
Remove_8:gpt:image_coordinates_v2,Remove_8,gpt,openai/gpt-5,green_container_center,green goal container,1,270.0,52.0,300.0,60.0,30.0,8.0,31.04834939252005,488.9212615544552,1,1,1,0,0,1,1,0,0
Remove_8:gpt:image_coordinates_v2,Remove_8,gpt,openai/gpt-5,red_ball_center,red target ball,1,324.0,575.0,345.0,570.0,21.0,5.0,21.587033144922902,545.4044370923287,1,1,1,0,0,1,1,0,0
FallingAlt_8:qwen:image_coordinates_v2,FallingAlt_8,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,100.0,52.5,75.0,50.0,25.0,2.5,25.124689052802225,498.12774465994164,1,1,1,1,1,1,1,1,1
FallingAlt_8:qwen:image_coordinates_v2,FallingAlt_8,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,273.0,345.0,280.0,380.0,7.0,35.0,35.6931365951495,125.19584657647394,1,1,1,0,0,0,0,0,0
Falling_7:qwen:image_coordinates_v2,Falling_7,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,458.0,23.0,455.0,20.0,3.0,3.0,4.242640687119285,557.008078936024,1,1,1,1,1,1,1,1,1
Falling_7:qwen:image_coordinates_v2,Falling_7,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,235.0,189.0,235.0,200.0,0.0,11.0,11.0,211.0,1,1,1,1,1,1,1,1,1
Prevention_2:qwen:image_coordinates_v2,Prevention_2,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,480.0,42.5,535.0,60.0,55.0,17.5,57.716981903075975,500.5309680729056,1,1,1,1,1,1,1,1,1
Prevention_2:qwen:image_coordinates_v2,Prevention_2,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,35.0,535.0,35.0,565.0,0.0,30.0,30.0,500.0,1,1,1,1,1,1,1,1,1
Falling_8:qwen:image_coordinates_v2,Falling_8,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,458.0,23.0,455.0,20.0,3.0,3.0,4.242640687119285,557.008078936024,1,1,1,1,1,1,1,1,1
Falling_8:qwen:image_coordinates_v2,Falling_8,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,113.0,202.0,130.0,175.0,17.0,27.0,31.906112267087632,223.64704335179573,1,1,1,1,1,1,1,1,1
Prevention_1:qwen:image_coordinates_v2,Prevention_1,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,480.0,42.5,500.0,30.0,20.0,12.5,23.58495283014151,527.8790107590943,1,1,1,1,1,1,1,1,1
Prevention_1:qwen:image_coordinates_v2,Prevention_1,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,25.0,500.0,25.0,545.0,0.0,45.0,45.0,445.0,1,1,1,1,1,1,1,1,1
Falling_6:qwen:image_coordinates_v2,Falling_6,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,144.0,24.0,130.0,20.0,14.0,4.0,14.560219778561036,556.1762310635003,1,1,1,1,1,1,1,1,1
Falling_6:qwen:image_coordinates_v2,Falling_6,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,338.0,200.0,300.0,250.0,38.0,50.0,62.80127387243033,154.7384890710776,0,1,1,0,0,1,1,0,0
